609074857343614977,2015-06-11 19:08:56,"@Miyokorii Neenee, insgesamt auch nur 2, weil bei dem einen alles unscharf war. Wegen Schuh-Fokus :D Aber mit Filter diesmal :D"
609074353548996610,2015-06-11 19:06:56,Representing Alte Schule. Rumposen wie zu Mucker-Zeiten :) #Browntown https://t.co/FTM8I1X8ZZ
609061213515956224,2015-06-11 18:14:43,Moah! Wie krass ist das denn bitte? O__O &lt;3 https://t.co/h3QXyOOk2T
609042856196603904,2015-06-11 17:01:47,"HOMESICK [008] - Der nächste Albtraum
► Auf YouTube: http://t.co/AjQE5v3VOE
► Auf gronkhDE:... http://t.co/bv9BsBuPI7"
609012226226270208,2015-06-11 15:00:04,"ARK [S01E09] - BESTER SPOT für neues Büdchen
► Auf YouTube: http://t.co/Yv3eNXER9Q
► Auf gronkhDE:... http://t.co/l5BR6PZ6sd"
608997128162168832,2015-06-11 14:00:04,"WITCHER 3 [026] - Krackseln statt Schnackseln 
► Auf YouTube: http://t.co/3RP5j6j3s5 http://t.co/B8Ml7TMdbu"
608982031104634881,2015-06-11 13:00:05,"60 SECONDS [004] - Kinderloses Paar sucht Freunde 
► Auf YouTube: http://t.co/4X4zJy4KNI
► Auf gronkhDE:... http://t.co/WyF4FatI9n"
608973162110423040,2015-06-11 12:24:50,"@BeHaind @Schlumpfkanone Loriot, Leonard Nimoy, Robin Williams, Terry Pratchett... Alles Lücken, die sich nicht füllen lassen werden :/"
608972194396418048,2015-06-11 12:20:59,@Schlumpfkanone @BeHaind Sieg der Hoffnung über die Erfahrung. Oder auch: Internet in a Nutshell :)
608969385420697601,2015-06-11 12:09:50,"Man klammert sich manchmal eben doch an die Wahrheit, die man am liebsten hören möchte."
608969101751537664,2015-06-11 12:08:42,@Relaking Generell natürlich beiden nicht :)
608968799400939520,2015-06-11 12:07:30,"Ich hasse Fake-Seiten -.-"" War grad noch voller Hoffnung :( #ChristopherLee"
608966938174365696,2015-06-11 12:00:06,"KINGDOMS OF AMALUR [220] - Familie Ansilla Merkel 
► Auf YouTube: http://t.co/PmexBVEvb5
► Auf gronkhDE:... http://t.co/VUH48VVkNE"
608867804411011073,2015-06-11 05:26:11,"@CGulbinski Ich wusste nicht mal, dass es sowas überhaupt gibt :D"
608866731604496384,2015-06-11 05:21:55,"Schöner, schwarzer, heißer Kaffee, Junge! *rüberschieb* http://t.co/sCPeCmGvf7"
608863287002951680,2015-06-11 05:08:14,"@MrMoregame NEIN!! HIER GIBT ES NUR VERKACKTEN KAFFEE, VERDAMMT!! :D"
608862991291944960,2015-06-11 05:07:03,"@wildnisimherzen Bauchweh? Oha! Dann gibt's aber auch eine Wärmflasche dazu. In ein Handtuch eingewickelt, damits nicht zu heiß wird :)"
608861719637684224,2015-06-11 05:02:00,"...wenn die Augen sich morgens anfühlen wie Krustentiere...

#GuhnMoaan *kaffee in die runde schieb* :)"
608708004708556800,2015-06-10 18:51:12,"@Dimitra37126974 Keine Sorge, war diesmal nur eins. Und mal wieder nicht zwingend vorteilhaft :D"
608706881088069632,2015-06-10 18:46:44,Das bumsfidele Pornobett im Lusthotel Hamburch. Fotografiert über den riesigen Spiegel an der Decke.… https://t.co/F9KcYrwMaT
608680039538921473,2015-06-10 17:00:04,"HOMESICK [007] - Wer bin ich? 
► Auf YouTube: http://t.co/T6ROSVgqF0
► Auf gronkhDE: http://t.co/yENkZr4FS6 http://t.co/ief17LfkhR"
608649844417245184,2015-06-10 15:00:05,"ARK [S01E08] - Living Latsch 
► Auf YouTube: http://t.co/cdcszhpPZd
► Auf gronkhDE: http://t.co/1EakXdPVfW http://t.co/cjvrL8MA5o"
608634744142766081,2015-06-10 14:00:05,"WITCHER 3 [025] - Oh süße Freiheit
► Auf YouTube: http://t.co/toDw8IOOpm http://t.co/bgVDpbAYha"
608619640940544000,2015-06-10 13:00:04,"60 SECONDS [003] - Krank, bekloppt und dreckig
► Auf YouTube: http://t.co/PXbb0zc37m
► Auf gronkhDE:... http://t.co/uwvXWYSecy"
608610455926484993,2015-06-10 12:23:34,@TheRocketBeans Gewinner des Abends wird ganz klar die Bierwampe. Will sich nur keiner ins Regal stellen :D
608610008683687936,2015-06-10 12:21:48,Nur kurz die Timeline nomma wegen Life is Strange ärgern *duck* :D https://t.co/4oZwf8M3oo
608609712347721728,2015-06-10 12:20:37,@TheRocketBeans Ist ja eigentlich auch völlig wurst - hauptsache Anstoßen :D
608608777022152704,2015-06-10 12:16:54,"@TheRocketBeans Nur, wenn ihr mir dann auch mal den Male Person of the Year-Award zeigt :D"
608608432850132992,2015-06-10 12:15:32,"@Seewinde Ja, ich bin ja bekannt für meine Käuflichkeit und dafür, rein gar niemanden zu mögen :D"
608608149784961024,2015-06-10 12:14:24,@VaniliebtSammy @TheRocketBeans Habs vorher an einen Fake-Accounts geschickt dank Autovervollständigung :D
608607897849876480,2015-06-10 12:13:24,".@TheRocketBeans Arghl, bin grad wieder daheim, war aber auch nur (viel zu) kurz in HH. Holen wir das bald nach?Auch mal so wieder &lt;3 :)"
608607549345165313,2015-06-10 12:12:01,"@pancakehill @RocketBeansTV Arghl, fucking Fakes überall -.-"" :D"
608607464758648833,2015-06-10 12:11:41,"@SquareEnixDE Liebe Grüße aus Kölle &amp; danke nomma, ne? Ich verrat auch noch nix zu Life is Strange, wie versprochen :D"
608604545376247809,2015-06-10 12:00:05,"KINGDOMS OF AMALUR [219] - Bewohner des Waldes
► Auf YouTube: http://t.co/9klPxUnyIG
► Auf gronkhDE:... http://t.co/heqoKVm82Y"
608603985575030784,2015-06-10 11:57:52,"@En_oM HAB DIE SCHLÜPPIS AUFGEBRAUCHT. UND SOCKEN, ABER BARFUSS IST GRAD SCHÖN"
608603306638888961,2015-06-10 11:55:10,Hey Schnucki. Bin wieder zu Hause. Wo steckste denn? :)
608317649513271296,2015-06-09 17:00:04,"HOMESICK [006] - Nachbarschaft
► Auf YouTube: http://t.co/BydNXSxcIS
► Auf gronkhDE: http://t.co/CsO8FwKFIw http://t.co/bOL2CNVgbu"
